user_id,date,events,timestamp
595489,2022-04-26,"GetCreditInfo,UseLoanManage","2022-04-26 13:02:59,2022-04-26 13:02:59"
595489,2022-04-26,"OpenApp,GetCreditInfo,UseLoanManage","2022-04-26 17:11:08,2022-04-26 17:11:18,2022-04-26 17:11:19"
595490,2022-05-31,Login,2022-05-31 20:19:36
595490,2022-06-03,"OpenApp,OpenApp,Login","2022-06-03 00:00:58,2022-06-03 00:01:16,2022-06-03 00:01:22"
595490,2022-06-03,"OpenApp,Login","2022-06-03 14:07:36,2022-06-03 14:07:40"
595490,2022-06-04,"OpenApp,Login","2022-06-04 10:40:43,2022-06-04 10:40:47"
595490,2022-06-04,CompleteIDCertification,2022-06-04 12:49:51
595490,2022-06-04,"OpenApp,Login","2022-06-04 22:01:46,2022-06-04 22:01:50"
595490,2022-06-07,"OpenApp,Login","2022-06-07 19:38:49,2022-06-07 19:38:53"
595490,2022-06-08,"OpenApp,Login","2022-06-08 13:32:16,2022-06-08 13:32:21"
595490,2022-06-12,"OpenApp,Login","2022-06-12 19:15:39,2022-06-12 19:15:45"
595490,2022-06-13,"OpenApp,Login","2022-06-13 02:27:42,2022-06-13 02:27:46"
595490,2022-06-15,"OpenApp,Login","2022-06-15 19:53:41,2022-06-15 19:53:46"
595490,2022-06-18,"OpenApp,Login","2022-06-18 19:24:52,2022-06-18 19:24:58"
595490,2022-06-19,"OpenApp,Login","2022-06-19 20:17:49,2022-06-19 20:17:54"
595490,2022-06-24,"OpenApp,Login,GetCreditInfo,ViewLoanApplyIntro","2022-06-24 23:26:20,2022-06-24 23:26:25,2022-06-24 23:26:27,2022-06-24 23:26:29"
595490,2022-06-25,"OpenApp,Login,GetCreditInfo,OpenApp,GetCreditInfo,Login","2022-06-25 13:06:14,2022-06-25 13:06:19,2022-06-25 13:06:20,2022-06-25 13:07:32,2022-06-25 13:07:37,2022-06-25 13:07:37"
595490,2022-06-27,"OpenApp,Login,ViewLoanApplyIntro,GetCreditInfo,OpenApp","2022-06-27 08:56:50,2022-06-27 08:56:54,2022-06-27 08:56:55,2022-06-27 08:56:57,2022-06-27 08:59:42"
595491,2022-03-06,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,GetCreditInfo,GetCreditInfo","2022-03-06 20:18:20,2022-03-06 20:18:25,2022-03-06 20:18:43,2022-03-06 20:18:43,2022-03-06 20:19:19,2022-03-06 20:23:33,2022-03-06 20:25:37,2022-03-06 20:25:50"
595491,2022-04-13,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,GetCreditInfo,OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,GetCreditInfo","2022-04-13 13:24:22,2022-04-13 13:24:27,2022-04-13 13:24:36,2022-04-13 13:24:36,2022-04-13 13:25:06,2022-04-13 13:26:18,2022-04-13 13:28:56,2022-05-19 13:39:04,2022-05-19 13:39:09,2022-05-19 13:39:15,2022-05-19 13:39:15,2022-05-19 13:39:49,2022-05-19 13:41:11,2022-05-19 13:47:17"
595491,2022-05-27,OpenApp,2022-05-27 15:41:54
595491,2022-05-30,"OpenApp,Login,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,SignUp,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-05-30 09:59:18,2022-05-30 09:59:23,2022-05-30 09:59:33,2022-05-30 09:59:54,2022-05-30 09:59:54,2022-05-30 10:01:14,2022-05-30 10:01:24,2022-05-30 10:01:24,2022-05-30 10:01:47,2022-05-30 10:05:09"
595491,2022-06-27,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,GetCreditInfo","2022-06-27 12:00:47,2022-06-27 12:00:52,2022-06-27 12:00:58,2022-06-27 12:00:58,2022-06-27 12:01:37,2022-06-27 12:04:20,2022-06-27 12:05:31"
595492,2022-06-21,GetCreditInfo,2022-06-21 20:53:51
595492,2022-06-22,"Login,ViewLoanApplyIntro,UseLoanManage,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification","2022-06-22 12:57:40,2022-06-22 12:57:52,2022-06-22 12:58:46,2022-06-22 12:58:47,2022-06-22 12:59:06,2022-06-22 12:59:06,2022-06-22 12:59:42"
595493,2022-03-04,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,EndLoanApply","2022-03-04 20:13:13,2022-03-04 20:13:20,2022-03-04 20:13:24,2022-03-04 20:13:24,2022-03-04 20:13:44,2022-03-04 20:15:25,2022-03-04 20:15:26"
595493,2022-03-20,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-03-20 13:01:16,2022-03-20 13:01:22,2022-03-20 13:01:26,2022-03-20 13:01:26,2022-03-20 13:01:43,2022-03-20 13:03:52"
595493,2022-03-29,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,EndLoanApply","2022-03-29 19:23:18,2022-03-29 19:23:25,2022-03-29 19:23:28,2022-03-29 19:23:29,2022-03-29 19:23:57,2022-03-29 19:25:37,2022-03-29 19:25:38"
595493,2022-04-21,OpenApp,2022-04-21 14:15:52
595493,2022-05-12,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-05-12 16:23:57,2022-05-12 16:24:03,2022-05-12 16:24:14,2022-05-12 16:24:14,2022-05-12 16:24:30,2022-05-12 16:26:20"
595493,2022-06-04,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-06-04 12:49:59,2022-06-04 12:50:09,2022-06-04 12:50:16,2022-06-04 12:50:16,2022-06-04 12:50:35,2022-06-04 12:52:17"
595493,2022-06-13,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification","2022-06-13 09:44:42,2022-06-13 09:44:51,2022-06-13 09:45:00,2022-06-13 09:45:00,2022-06-13 09:45:17"
595493,2022-06-13,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,OpenApp","2022-06-13 18:06:09,2022-06-13 18:06:15,2022-06-13 18:06:17,2022-06-13 18:06:17,2022-06-13 18:06:36,2022-06-13 18:09:02,2022-06-13 18:09:34"
595493,2022-06-25,"OpenApp,Login,GetCreditInfo,GetCreditInfo","2022-06-25 12:25:34,2022-06-25 12:25:41,2022-06-25 12:25:43,2022-06-25 12:25:47"
595493,2022-06-28,"OpenApp,Login,GetCreditInfo,GetCreditInfo","2022-06-28 12:20:09,2022-06-28 12:20:15,2022-06-28 12:20:15,2022-06-28 12:20:23"
595494,2022-03-04,OpenApp,2022-03-04 07:10:29
595494,2022-06-14,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,OpenApp,OpenApp,Login,OpenApp,OpenApp,Login","2022-06-14 21:29:37,2022-06-14 21:29:45,2022-06-14 21:29:56,2022-06-14 21:29:56,2022-06-14 21:30:21,2022-06-14 21:30:21,2022-06-14 21:30:43,2022-06-14 21:33:59,2022-06-14 21:42:21,2022-06-14 21:42:29,2022-06-14 21:42:35,2022-06-14 21:43:04,2022-06-14 21:43:12,2022-06-14 21:43:17"
595494,2022-06-15,"OpenApp,Login,UseLoanManage,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,EndLoanApply","2022-06-15 13:06:27,2022-06-15 13:06:34,2022-06-15 13:06:38,2022-06-15 13:06:39,2022-06-15 13:07:43,2022-06-15 13:07:43,2022-06-15 13:08:40,2022-06-15 13:11:30,2022-06-15 13:24:39"
595494,2022-06-15,"EndLoanApply,ViewLoanApplyIntro","2022-06-15 15:48:52,2022-06-15 15:53:11"
595494,2022-06-15,"StartLoanApply,EndLoanApply","2022-06-15 18:08:51,2022-06-15 18:08:52"
595494,2022-06-15,EndLoanApply,2022-06-15 18:43:16
595494,2022-06-30,"OpenApp,Login,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-06-30 21:29:28,2022-06-30 21:29:45,2022-06-30 21:29:46,2022-06-30 21:30:17,2022-06-30 21:30:18,2022-06-30 21:30:55,2022-06-30 21:34:27"
595494,2022-06-30,"OpenApp,Login,GetCreditInfo,StartLoanApply,EndLoanApply","2022-06-30 22:14:42,2022-06-30 22:14:49,2022-06-30 22:14:49,2022-06-30 22:14:57,2022-06-30 22:14:57"
595495,2022-03-11,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,GetCreditInfo,GetCreditInfo,GetCreditInfo,CompleteIDCertification,EndLoanApply,EndLoanApply","2022-03-11 15:15:39,2022-03-11 15:15:49,2022-03-11 15:15:54,2022-03-11 15:15:54,2022-03-11 15:16:01,2022-03-11 15:16:02,2022-03-11 15:16:08,2022-03-11 15:16:47,2022-03-11 15:21:30,2022-03-11 15:21:31"
595495,2022-03-21,"OpenApp,Login,GetCreditInfo,UseLoanManage","2022-03-21 11:09:29,2022-03-21 11:09:36,2022-03-21 11:09:37,2022-03-21 11:09:37"
595495,2022-03-31,"OpenApp,Login,GetCreditInfo,UseLoanManage","2022-03-31 11:44:21,2022-03-31 11:45:51,2022-03-31 11:45:52,2022-03-31 11:45:53"
595495,2022-04-20,"OpenApp,Login,GetCreditInfo,UseLoanManage,GetCreditInfo","2022-04-20 18:55:17,2022-04-20 18:55:27,2022-04-20 18:55:28,2022-04-20 18:55:31,2022-04-20 18:58:03"
595495,2022-04-27,"OpenApp,Login,GetCreditInfo,GetCreditInfo,UseLoanManage,UseLoanManage","2022-04-27 11:23:05,2022-04-27 11:23:18,2022-04-27 11:23:47,2022-04-27 11:24:33,2022-04-27 11:24:38,2022-04-27 11:24:51"
595495,2022-05-06,"OpenApp,Login,GetCreditInfo,UseLoanManage,GetCreditInfo,ViewLoanApplyIntro","2022-05-06 00:56:12,2022-05-06 00:56:18,2022-05-06 00:56:27,2022-05-06 00:57:01,2022-05-06 00:57:12,2022-05-06 00:57:38"
595495,2022-05-13,"OpenApp,Login,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,GetCreditInfo,GetCreditInfo,CompleteIDCertification,EndLoanApply,UseLoanManage,EndLoanApply","2022-05-13 16:08:05,2022-05-13 16:08:13,2022-05-13 16:08:21,2022-05-13 16:08:33,2022-05-13 16:08:33,2022-05-13 16:08:43,2022-05-13 16:08:55,2022-05-13 16:09:25,2022-05-13 16:13:07,2022-05-13 16:13:13,2022-05-13 16:13:16"
595495,2022-05-13,"OpenApp,Login,UseLoanManage,GetCreditInfo,OpenApp,Login,UseLoanManage,GetCreditInfo","2022-05-13 18:37:16,2022-05-13 18:37:23,2022-05-13 18:37:26,2022-05-13 18:37:38,2022-05-20 18:42:56,2022-05-20 18:43:03,2022-05-20 18:43:11,2022-05-20 18:43:23"
595495,2022-05-25,"OpenApp,Login,UseLoanManage,GetCreditInfo,OpenApp,Login,OpenApp,Login,UseLoanManage,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,EndLoanApply,UseLoanManage,GetCreditInfo","2022-05-25 17:08:02,2022-05-25 17:08:08,2022-05-25 17:09:57,2022-05-25 17:10:10,2022-05-25 17:10:59,2022-05-25 17:11:06,2022-05-25 17:11:40,2022-05-25 17:11:48,2022-05-25 17:11:51,2022-05-25 17:17:47,2022-05-25 17:18:14,2022-05-25 17:18:15,2022-05-25 17:18:42,2022-05-25 17:24:29,2022-05-25 17:24:30,2022-05-25 17:24:33,2022-05-25 17:24:40"
595495,2022-05-26,"OpenApp,Login,GetCreditInfo,UseLoanManage,GetCreditInfo","2022-05-26 15:40:35,2022-05-26 15:40:43,2022-05-26 15:40:57,2022-05-26 15:41:25,2022-05-26 15:41:37"
595495,2022-05-30,"OpenApp,Login,GetCreditInfo,GetCreditInfo","2022-05-30 17:01:11,2022-05-30 17:01:19,2022-05-30 17:01:35,2022-05-30 17:02:22"
595495,2022-06-02,"OpenApp,Login,UseLoanManage,GetCreditInfo","2022-06-02 14:03:30,2022-06-02 14:03:44,2022-06-02 14:03:49,2022-06-02 14:04:02"
595495,2022-06-02,"OpenApp,Login,UseLoanManage,GetCreditInfo","2022-06-02 18:34:24,2022-06-02 18:34:34,2022-06-02 18:35:53,2022-06-02 18:36:05"
595495,2022-06-02,"OpenApp,Login,UseLoanManage","2022-06-02 18:55:10,2022-06-02 18:55:18,2022-06-02 18:55:21"
595495,2022-06-02,OpenApp,2022-06-02 19:28:10
595495,2022-06-03,"OpenApp,Login,UseLoanManage,GetCreditInfo","2022-06-03 14:02:09,2022-06-03 14:02:20,2022-06-03 14:02:25,2022-06-03 14:02:40"
595495,2022-06-03,"OpenApp,Login,UseLoanManage","2022-06-03 14:29:44,2022-06-03 14:29:52,2022-06-03 14:29:54"
595495,2022-06-13,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro","2022-06-13 16:49:22,2022-06-13 16:49:33,2022-06-13 16:50:57,2022-06-13 16:50:57"
595495,2022-06-13,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,UseLoanManage,GetCreditInfo","2022-06-13 19:04:51,2022-06-13 19:04:58,2022-06-13 19:05:06,2022-06-13 19:05:06,2022-06-13 19:05:08,2022-06-13 19:05:20"
595495,2022-06-13,UseLoanManage,2022-06-13 19:27:49
