user_id,date,events,timestamp
162351,2022-05-26,"Login,GetCreditInfo,UseLoanManage,GetCreditInfo,UseLoanManage,StartLoanApply,EndLoanApply","2022-05-26 14:02:50,2022-05-26 14:02:58,2022-05-26 14:03:00,2022-05-26 14:03:15,2022-05-26 14:03:28,2022-05-26 14:03:34,2022-05-26 14:03:34"
162353,2022-06-27,"GetCreditInfo,GetCreditInfo","2022-06-27 14:51:24,2022-06-27 14:51:29"
162354,2022-03-03,"OpenApp,Login,GetCreditInfo,SignUp,StartLoanApply,ViewLoanApplyIntro,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,OpenApp","2022-03-03 17:53:24,2022-03-03 17:53:34,2022-03-03 17:53:41,2022-03-03 17:54:55,2022-03-03 17:55:00,2022-03-03 17:55:01,2022-03-03 17:55:05,2022-03-03 17:55:05,2022-03-03 17:55:40,2022-03-03 17:59:55,2022-03-03 18:01:48"
162354,2022-03-05,GetCreditInfo,2022-03-05 09:28:56
162355,2022-06-23,"CompleteIDCertification,EndLoanApply,OpenApp,UseLoanManage,GetCreditInfo,GetCreditInfo,ViewLoanApplyIntro","2022-06-23 08:19:14,2022-06-23 08:21:48,2022-06-23 08:29:41,2022-06-23 08:29:54,2022-06-23 08:29:55,2022-06-23 08:31:08,2022-06-23 08:33:12"
162355,2022-06-23,"OpenApp,StartLoanApply,EndLoanApply","2022-06-23 09:40:55,2022-06-23 09:41:02,2022-06-23 09:41:03"
162355,2022-06-24,"OpenApp,GetCreditInfo","2022-06-24 09:30:58,2022-06-24 09:31:09"
162355,2022-06-24,"StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification","2022-06-24 13:53:02,2022-06-24 13:53:02,2022-06-24 13:53:39"
162359,2022-04-06,"StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification","2022-04-06 16:08:49,2022-04-06 16:08:49,2022-04-06 16:10:51"
162359,2022-04-11,OpenApp,2022-04-11 23:53:26
162359,2022-06-05,OpenApp,2022-06-05 13:32:52
162359,2022-06-27,OpenApp,2022-06-27 18:47:01
162360,2022-06-10,"GetCreditInfo,GetCreditInfo,GetCreditInfo","2022-06-10 05:34:59,2022-06-10 05:35:54,2022-06-10 05:36:05"
