user_id,date,events,timestamp
58701,2022-03-14,GetCreditInfo,2022-03-14 15:04:49
58703,2022-03-01,"Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification","2022-03-01 01:38:12,2022-03-01 01:38:21,2022-03-01 01:38:21,2022-03-01 01:38:47"
58703,2022-03-13,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification","2022-03-13 08:03:40,2022-03-13 08:03:47,2022-03-13 08:03:53,2022-03-13 08:03:53,2022-03-13 08:04:30"
58703,2022-03-21,"OpenApp,Login,UseLoanManage,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-03-21 12:07:39,2022-03-21 12:07:46,2022-03-21 12:07:53,2022-03-21 12:07:54,2022-03-21 12:08:12,2022-03-21 12:08:12,2022-03-21 12:08:44,2022-03-21 12:10:50"
58703,2022-04-26,"OpenApp,OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-04-26 17:15:30,2022-04-26 17:19:17,2022-04-26 17:19:22,2022-04-26 17:19:34,2022-04-26 17:19:34,2022-04-26 17:19:59,2022-04-26 17:21:50"
58705,2022-03-02,OpenApp,2022-03-02 20:58:16
58705,2022-03-02,"OpenApp,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,StartLoanApply,EndLoanApply","2022-03-02 22:21:27,2022-03-02 22:21:33,2022-03-02 22:21:33,2022-03-02 22:21:57,2022-03-02 22:24:37,2022-03-02 22:32:58,2022-03-02 22:32:58"
58705,2022-04-07,"OpenApp,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,GetCreditInfo,StartLoanApply,EndLoanApply,ViewLoanApplyIntro,EndLoanApply,ViewLoanApplyIntro,StartLoanApply,EndLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,OpenApp,StartLoanApply,EndLoanApply","2022-04-07 23:26:41,2022-04-07 23:26:49,2022-04-07 23:27:08,2022-04-07 23:30:46,2022-04-07 23:31:34,2022-04-07 23:32:39,2022-04-07 23:32:40,2022-04-07 23:32:43,2022-04-07 23:32:54,2022-04-07 23:33:27,2022-04-07 23:33:30,2022-04-07 23:33:30,2022-04-07 23:34:07,2022-04-07 23:34:26,2022-04-07 23:37:19,2022-04-07 23:40:58,2022-04-07 23:41:03,2022-04-07 23:41:03"
58705,2022-04-14,"OpenApp,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-04-14 20:11:08,2022-04-14 20:11:16,2022-04-14 20:11:16,2022-04-14 20:11:51,2022-04-14 20:13:39"
58705,2022-04-19,"OpenApp,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,OpenApp,StartLoanApply,EndLoanApply","2022-04-19 21:26:01,2022-04-19 21:26:08,2022-04-19 21:26:08,2022-04-19 21:26:26,2022-04-19 21:29:38,2022-04-19 21:37:38,2022-04-19 21:37:42,2022-04-19 21:37:42"
58705,2022-05-04,"OpenApp,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-05-04 22:57:16,2022-05-04 22:57:21,2022-05-04 22:57:21,2022-05-04 22:57:44,2022-05-04 23:00:11"
58705,2022-05-22,"OpenApp,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-05-22 13:47:01,2022-05-22 13:47:18,2022-05-22 13:47:18,2022-05-22 13:49:21,2022-05-22 13:53:07"
58705,2022-05-29,"OpenApp,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-05-29 20:38:21,2022-05-29 20:38:40,2022-05-29 20:38:40,2022-05-29 20:38:59,2022-05-29 20:41:55"
58705,2022-06-02,"OpenApp,StartLoanApply,ViewLoanApplyIntro","2022-06-02 01:00:40,2022-06-02 01:00:49,2022-06-02 01:00:49"
58708,2022-04-12,"Login,CompleteIDCertification,OpenApp,Login,GetCreditInfo,OpenApp,Login,GetCreditInfo","2022-04-12 21:29:53,2022-04-12 21:30:47,2022-04-12 21:33:39,2022-04-12 21:33:43,2022-04-12 21:33:53,2022-04-12 21:34:22,2022-04-12 21:34:26,2022-04-12 21:34:28"
58708,2022-04-13,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,OpenApp,Login,GetCreditInfo","2022-04-13 15:08:44,2022-04-13 15:08:50,2022-04-13 15:08:59,2022-04-13 15:08:59,2022-04-13 15:09:30,2022-04-13 15:11:20,2022-04-14 15:16:40,2022-04-14 15:16:48,2022-04-14 15:16:49"
58708,2022-04-17,"OpenApp,Login,GetCreditInfo,GetCreditInfo,UseLoanManage","2022-04-17 16:31:34,2022-04-17 16:31:41,2022-04-17 16:32:57,2022-04-17 16:33:55,2022-04-17 16:34:45"
58708,2022-04-25,"OpenApp,Login,GetCreditInfo,OpenApp,Login,GetCreditInfo,UseLoanManage","2022-04-25 14:42:38,2022-04-25 14:42:45,2022-04-25 14:43:51,2022-04-25 14:54:43,2022-04-25 14:54:52,2022-04-25 14:55:24,2022-04-25 14:55:36"
58708,2022-04-25,OpenApp,2022-04-25 15:12:53
58708,2022-05-05,"OpenApp,Login,CompleteIDCertification,ViewLoanApplyIntro,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,GetCreditInfo,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-05-05 19:37:12,2022-05-05 19:37:18,2022-05-05 19:38:30,2022-05-05 19:39:22,2022-05-05 19:39:42,2022-05-05 19:41:47,2022-05-05 19:41:47,2022-05-05 19:44:02,2022-05-05 19:44:13,2022-05-05 19:44:48,2022-05-05 19:48:43"
58708,2022-05-09,"OpenApp,Login,CompleteIDCertification","2022-05-09 20:22:41,2022-05-09 20:22:49,2022-05-09 20:24:20"
58708,2022-05-19,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,CompleteIDCertification","2022-05-19 13:21:01,2022-05-19 13:21:07,2022-05-19 13:21:18,2022-05-19 13:21:18,2022-05-19 13:21:43,2022-05-19 13:24:49,2022-05-19 13:25:16"
58708,2022-06-16,"OpenApp,GetCreditInfo,UseLoanManage,Login,GetCreditInfo","2022-06-16 20:06:45,2022-06-16 20:06:49,2022-06-16 20:06:50,2022-06-16 20:06:50,2022-06-16 20:07:02"
58709,2022-03-02,GetCreditInfo,2022-03-02 04:38:21
58709,2022-03-02,"Login,StartLoanApply,ViewLoanApplyIntro,SignUp,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,EndLoanApply,UseLoanManage,EndLoanApply,StartLoanApply,EndLoanApply,EndLoanApply,EndLoanApply","2022-03-02 11:21:40,2022-03-02 11:23:37,2022-03-02 11:23:38,2022-03-02 11:25:14,2022-03-02 11:25:23,2022-03-02 11:25:23,2022-03-02 11:25:53,2022-03-02 11:28:40,2022-03-02 11:28:44,2022-03-02 11:28:49,2022-03-02 11:29:47,2022-03-02 11:30:13,2022-03-02 11:30:13,2022-03-02 11:30:23,2022-03-02 11:30:29"
58710,2022-04-10,"Login,StartLoanApply,EndLoanApply,UseLoanManage,GetCreditInfo,UseLoanManage,StartLoanApply,EndLoanApply","2022-04-10 14:28:40,2022-04-10 14:28:47,2022-04-10 14:28:47,2022-04-10 14:29:14,2022-04-10 14:29:14,2022-04-10 14:29:19,2022-04-10 14:32:31,2022-04-10 14:32:31"
58710,2022-04-26,"OpenApp,SignUp,ViewLoanApplyIntro,GetCreditInfo,CompleteIDCertification","2022-04-26 16:06:09,2022-04-26 16:07:55,2022-04-26 16:07:58,2022-04-26 16:07:58,2022-04-26 16:08:35"
58710,2022-05-06,"OpenApp,Login,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-05-06 11:47:56,2022-05-06 11:48:03,2022-05-06 11:48:03,2022-05-06 11:48:29,2022-05-06 11:48:29,2022-05-06 11:49:01,2022-05-06 11:51:00"
58712,2022-04-27,"GetCreditInfo,GetCreditInfo","2022-04-27 14:18:14,2022-04-27 14:19:05"
58712,2022-05-10,"Login,GetCreditInfo,UseLoanManage,GetCreditInfo,GetCreditInfo,ViewLoanApplyIntro,ViewLoanApplyIntro,ViewLoanApplyIntro","2022-05-10 09:08:12,2022-05-10 09:08:45,2022-05-10 09:09:14,2022-05-10 09:09:14,2022-05-10 09:09:59,2022-05-10 09:10:33,2022-05-10 09:12:06,2022-05-10 09:14:58"
58712,2022-05-10,"GetCreditInfo,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,EndLoanApply","2022-05-10 10:41:19,2022-05-10 10:41:45,2022-05-10 10:43:07,2022-05-10 10:46:07,2022-05-10 10:46:08"
58712,2022-05-13,"OpenApp,Login,GetCreditInfo","2022-05-13 09:08:01,2022-05-13 09:08:09,2022-05-13 09:08:28"
58712,2022-05-13,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,EndLoanApply,UseLoanManage,EndLoanApply","2022-05-13 14:49:21,2022-05-13 14:49:42,2022-05-13 14:50:01,2022-05-13 14:50:01,2022-05-13 14:51:44,2022-05-13 14:54:11,2022-05-13 14:54:12,2022-05-13 14:54:30,2022-05-13 15:00:32"
58712,2022-05-16,"OpenApp,Login,UseLoanManage,GetCreditInfo,UseLoanManage,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,EndLoanApply","2022-05-16 09:01:26,2022-05-16 09:01:38,2022-05-16 09:02:09,2022-05-16 09:02:29,2022-05-16 09:02:43,2022-05-16 09:03:51,2022-05-16 09:04:42,2022-05-16 09:06:57,2022-05-16 09:06:58"
58712,2022-05-20,"OpenApp,Login,GetCreditInfo","2022-05-20 12:16:27,2022-05-20 12:16:40,2022-05-20 12:17:03"
58712,2022-05-25,"OpenApp,Login,UseLoanManage,ViewLoanApplyIntro,GetCreditInfo,GetCreditInfo","2022-05-25 14:24:52,2022-05-25 14:25:04,2022-05-25 14:25:17,2022-05-25 14:25:50,2022-05-25 14:26:27,2022-05-25 14:27:18"
58712,2022-06-02,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-06-02 09:21:20,2022-06-02 09:21:28,2022-06-02 09:21:41,2022-06-02 09:21:42,2022-06-02 09:22:22,2022-06-02 09:24:30"
58712,2022-06-02,"GetCreditInfo,UseLoanManage,GetCreditInfo,EndLoanApply,EndLoanApply,EndLoanApply,EndLoanApply,EndLoanApply,UseLoanManage,OpenApp,Login,CompleteIDCertification,ViewLoanApplyIntro,CompleteIDCertification","2022-06-02 09:52:46,2022-06-02 09:52:55,2022-06-02 09:53:35,2022-06-02 09:53:49,2022-06-02 09:53:50,2022-06-02 09:54:29,2022-06-02 09:57:57,2022-06-02 09:58:14,2022-06-02 09:59:35,2022-06-02 10:13:37,2022-06-02 10:13:47,2022-06-02 10:14:48,2022-06-02 10:16:41,2022-06-02 10:17:30"
58712,2022-06-07,"OpenApp,Login,UseLoanManage,GetCreditInfo","2022-06-07 12:40:25,2022-06-07 12:40:35,2022-06-07 12:40:50,2022-06-07 12:41:05"
58712,2022-06-07,OpenApp,2022-06-07 20:05:37
58712,2022-06-11,"Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,EndLoanApply,ViewLoanApplyIntro,CompleteIDCertification,SignUp,UseLoanManage,GetCreditInfo,GetCreditInfo,EndLoanApply,EndLoanApply,EndLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,EndLoanApply,EndLoanApply","2022-06-11 13:34:19,2022-06-11 13:34:48,2022-06-11 13:34:48,2022-06-11 13:35:30,2022-06-11 13:37:26,2022-06-11 13:38:27,2022-06-11 13:38:34,2022-06-11 13:39:18,2022-06-11 13:42:14,2022-06-11 13:42:36,2022-06-11 13:42:38,2022-06-11 13:43:24,2022-06-11 13:43:33,2022-06-11 13:43:34,2022-06-11 13:44:56,2022-06-11 13:45:03,2022-06-11 13:45:41,2022-06-11 13:48:56,2022-06-11 13:48:57,2022-06-11 13:49:19"
58712,2022-06-13,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,EndLoanApply","2022-06-13 10:38:45,2022-06-13 10:38:51,2022-06-13 10:38:59,2022-06-13 10:38:59,2022-06-13 10:39:30,2022-06-13 10:41:22,2022-06-13 10:41:23"
58712,2022-06-14,"EndLoanApply,ViewLoanApplyIntro","2022-06-14 11:02:59,2022-06-14 11:03:06"
58712,2022-06-15,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,UseLoanManage,GetCreditInfo,GetCreditInfo,EndLoanApply","2022-06-15 16:30:51,2022-06-15 16:31:02,2022-06-15 16:31:16,2022-06-15 16:31:16,2022-06-15 16:32:26,2022-06-15 16:34:46,2022-06-15 16:34:59,2022-06-15 16:36:03,2022-06-15 16:38:42,2022-06-15 16:38:48,2022-06-15 16:38:50,2022-06-15 16:39:40,2022-06-15 16:39:43"
58712,2022-06-17,"OpenApp,Login,GetCreditInfo","2022-06-17 10:43:55,2022-06-17 10:44:07,2022-06-17 10:44:25"
58712,2022-06-24,"OpenApp,Login,UseLoanManage,GetCreditInfo","2022-06-24 18:34:17,2022-06-24 18:34:25,2022-06-24 18:34:30,2022-06-24 18:34:32"
58712,2022-06-25,"OpenApp,Login,UseLoanManage,GetCreditInfo","2022-06-25 13:29:15,2022-06-25 13:29:23,2022-06-25 13:29:30,2022-06-25 13:29:32"
58714,2022-04-01,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-04-01 21:58:37,2022-04-01 21:58:42,2022-04-01 21:59:27,2022-04-01 21:59:27,2022-04-01 21:59:46,2022-04-01 22:02:44"
58716,2022-03-31,"Login,GetCreditInfo,UseLoanManage,GetCreditInfo,ViewLoanApplyIntro,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,GetCreditInfo,CompleteIDCertification,EndLoanApply","2022-03-31 15:03:40,2022-03-31 15:03:47,2022-03-31 15:03:48,2022-03-31 15:03:56,2022-03-31 15:04:38,2022-03-31 15:04:52,2022-03-31 15:04:55,2022-03-31 15:04:55,2022-03-31 15:05:01,2022-03-31 15:05:58,2022-03-31 15:09:15"
58716,2022-03-31,"OpenApp,Login,StartLoanApply,EndLoanApply","2022-03-31 15:34:40,2022-03-31 15:34:45,2022-03-31 15:34:53,2022-03-31 15:34:53"
58716,2022-03-31,"OpenApp,Login,StartLoanApply,EndLoanApply","2022-03-31 15:58:20,2022-03-31 15:58:24,2022-03-31 15:58:27,2022-03-31 15:58:27"
58716,2022-03-31,"OpenApp,Login,StartLoanApply,EndLoanApply","2022-03-31 16:45:23,2022-03-31 16:45:29,2022-03-31 16:45:32,2022-03-31 16:45:32"
58716,2022-04-08,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,StartLoanApply,EndLoanApply,GetCreditInfo,UseLoanManage,GetCreditInfo,EndLoanApply","2022-04-08 12:58:20,2022-04-08 12:58:25,2022-04-08 12:58:30,2022-04-08 12:58:30,2022-04-08 12:58:53,2022-04-08 12:59:45,2022-04-08 12:59:45,2022-04-08 12:59:57,2022-04-08 12:59:57,2022-04-08 13:00:15,2022-04-08 13:00:43"
58716,2022-04-08,"OpenApp,Login,UseLoanManage,GetCreditInfo,EndLoanApply","2022-04-08 14:24:32,2022-04-08 14:24:36,2022-04-08 14:24:46,2022-04-08 14:24:47,2022-04-08 14:24:49"
58716,2022-04-08,"OpenApp,Login,EndLoanApply","2022-04-08 15:17:00,2022-04-08 15:17:04,2022-04-08 15:17:23"
58716,2022-04-08,"OpenApp,Login,StartLoanApply,EndLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,OpenApp,Login,StartLoanApply,EndLoanApply","2022-04-08 15:45:37,2022-04-08 15:45:42,2022-04-08 15:45:46,2022-04-08 15:45:46,2022-04-08 15:46:00,2022-04-08 15:46:28,2022-04-08 15:48:16,2022-04-08 15:52:45,2022-04-08 15:52:49,2022-04-08 15:52:52,2022-04-08 15:52:52"
58716,2022-04-12,OpenApp,2022-04-12 12:06:02
58716,2022-04-12,"OpenApp,Login,ViewLoanApplyIntro,UseLoanManage,GetCreditInfo","2022-04-12 12:42:43,2022-04-12 12:42:47,2022-04-12 12:43:13,2022-04-12 12:43:23,2022-04-12 12:43:24"
58716,2022-05-02,"OpenApp,Login,UseLoanManage,GetCreditInfo","2022-05-02 14:43:17,2022-05-02 14:43:34,2022-05-02 14:43:38,2022-05-02 14:43:40"
58716,2022-05-04,"OpenApp,Login,UseLoanManage,GetCreditInfo","2022-05-04 12:56:15,2022-05-04 12:56:18,2022-05-04 12:56:22,2022-05-04 12:56:23"
58717,2022-03-17,"OpenApp,OpenApp,Login","2022-03-17 19:30:00,2022-03-21 19:37:05,2022-03-21 19:37:13"
58717,2022-03-22,"OpenApp,Login,GetCreditInfo,OpenApp,Login,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro","2022-03-22 20:20:21,2022-03-22 20:20:28,2022-03-22 20:20:43,2022-03-29 20:35:15,2022-03-29 20:35:24,2022-03-29 20:35:37,2022-03-29 20:35:42,2022-03-29 20:35:43"
58717,2022-04-01,OpenApp,2022-04-01 21:19:28
58717,2022-04-30,"OpenApp,Login,UseLoanManage,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-04-30 10:01:35,2022-04-30 10:01:44,2022-04-30 10:01:52,2022-04-30 10:01:54,2022-04-30 10:02:16,2022-04-30 10:02:16,2022-04-30 10:02:50,2022-04-30 10:04:01"
58717,2022-05-13,GetCreditInfo,2022-05-13 15:57:06
58717,2022-05-14,"Login,CompleteIDCertification,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-05-14 08:10:59,2022-05-14 08:11:44,2022-05-14 08:12:37,2022-05-14 08:12:37,2022-05-14 08:12:58,2022-05-14 08:14:16"
58717,2022-05-14,"OpenApp,Login,StartLoanApply,EndLoanApply","2022-05-14 14:27:25,2022-05-14 14:27:29,2022-05-14 14:27:33,2022-05-14 14:27:33"
58717,2022-05-14,"OpenApp,Login,StartLoanApply,EndLoanApply,GetCreditInfo,StartLoanApply,EndLoanApply,GetCreditInfo,StartLoanApply,EndLoanApply","2022-05-14 19:43:52,2022-05-14 19:43:57,2022-05-14 19:44:05,2022-05-14 19:44:05,2022-05-14 19:44:35,2022-05-14 19:45:02,2022-05-14 19:45:02,2022-05-14 19:45:25,2022-05-14 19:45:40,2022-05-14 19:45:40"
58717,2022-05-15,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro","2022-05-15 17:01:01,2022-05-15 17:01:06,2022-05-15 17:01:11,2022-05-15 17:01:11"
58717,2022-05-23,"OpenApp,Login,GetCreditInfo,ViewLoanApplyIntro,StartLoanApply","2022-05-23 09:45:53,2022-05-23 09:45:59,2022-05-23 09:46:06,2022-05-23 09:46:17,2022-05-23 09:46:17"
58717,2022-05-24,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,UseLoanManage","2022-05-24 21:45:26,2022-05-24 21:45:30,2022-05-24 21:45:37,2022-05-24 21:45:37,2022-05-24 21:46:03,2022-05-24 21:47:19,2022-05-24 21:54:50"
58717,2022-05-24,"StartLoanApply,EndLoanApply","2022-05-24 22:10:51,2022-05-24 22:10:51"
58717,2022-06-08,"OpenApp,Login,GetCreditInfo","2022-06-08 16:20:39,2022-06-08 16:20:43,2022-06-08 16:21:01"
58717,2022-06-10,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,GetCreditInfo,CompleteIDCertification,EndLoanApply,GetCreditInfo,StartLoanApply,EndLoanApply,StartLoanApply,EndLoanApply","2022-06-10 19:07:06,2022-06-10 19:07:10,2022-06-10 19:07:15,2022-06-10 19:07:15,2022-06-10 19:07:35,2022-06-10 19:07:55,2022-06-10 19:09:48,2022-06-10 19:15:40,2022-06-10 19:17:10,2022-06-10 19:17:10,2022-06-10 19:18:19,2022-06-10 19:18:19"
58717,2022-06-11,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,GetCreditInfo","2022-06-11 10:20:02,2022-06-11 10:20:06,2022-06-11 10:20:09,2022-06-11 10:20:09,2022-06-11 10:20:22"
58717,2022-06-22,"OpenApp,Login,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply","2022-06-22 20:06:25,2022-06-22 20:06:30,2022-06-22 20:06:37,2022-06-22 20:06:37,2022-06-22 20:07:04,2022-06-22 20:09:40"
58717,2022-06-23,"OpenApp,Login,GetCreditInfo,UseLoanManage,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro","2022-06-23 18:30:03,2022-06-23 18:30:08,2022-06-23 18:30:08,2022-06-23 18:30:18,2022-06-23 18:30:18,2022-06-23 18:30:39,2022-06-23 18:30:39"
58717,2022-06-24,OpenApp,2022-06-24 20:13:46
58717,2022-06-28,"OpenApp,Login,GetCreditInfo,StartLoanApply,ViewLoanApplyIntro,CompleteIDCertification,EndLoanApply,OpenApp,Login,GetCreditInfo,StartLoanApply,EndLoanApply","2022-06-28 14:41:06,2022-06-28 14:41:10,2022-06-28 14:41:11,2022-06-28 14:41:15,2022-06-28 14:41:15,2022-06-28 14:41:44,2022-06-28 14:43:38,2022-06-28 14:50:45,2022-06-28 14:50:50,2022-06-28 14:50:51,2022-06-28 14:50:56,2022-06-28 14:50:56"
58717,2022-06-28,"OpenApp,Login,GetCreditInfo,StartLoanApply,EndLoanApply","2022-06-28 19:28:47,2022-06-28 19:28:52,2022-06-28 19:28:53,2022-06-28 19:28:55,2022-06-28 19:28:55"
58718,2022-03-05,"OpenApp,GetCreditInfo","2022-03-05 18:10:30,2022-03-05 18:10:41"
58718,2022-03-11,"OpenApp,GetCreditInfo","2022-03-11 21:49:30,2022-03-11 21:49:41"
58718,2022-04-01,"OpenApp,GetCreditInfo,UseLoanManage,GetCreditInfo","2022-04-01 09:12:15,2022-04-01 09:12:26,2022-04-01 09:12:27,2022-04-01 09:12:33"
58718,2022-04-06,"OpenApp,GetCreditInfo","2022-04-06 02:47:10,2022-04-06 02:47:19"
58718,2022-04-08,"OpenApp,GetCreditInfo","2022-04-08 23:38:34,2022-04-08 23:38:46"
58718,2022-04-14,"OpenApp,GetCreditInfo,UseLoanManage,GetCreditInfo","2022-04-14 19:39:17,2022-04-14 19:39:27,2022-04-14 19:39:28,2022-04-14 19:39:35"
58718,2022-04-16,"OpenApp,GetCreditInfo","2022-04-16 16:02:07,2022-04-16 16:02:24"
